Source Name	Characteristics[OperatorVariation]	Characteristics[DataSource]	Characteristics[4 meta-groups]	Characteristics[15 meta-groups]	Characteristics[369 groups]	Characteristics[groups with 10 and more replicates]	Characteristics[Blood/NonBlood meta-groups]	Characteristics[Organism]	Characteristics[OrganismPart]	Characteristics[CellType]	Characteristics[CellLine]	Characteristics[DiseaseState]	Characteristics[DevelopmentalStage]	Characteristics[DiseaseStage]	Characteristics[Sex]	Characteristics[Age]	Characteristics[Generalization 6 on reduced data]	Labeled Extract Name	Label	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[4 meta-groups]	Factor Value[15 meta-groups]	Factor Value[369 groups]	Factor Value[Blood-NonBlood meta-groups]	Factor Value[6 meta-groups]	Factor Value[4 groups from blood to incompletely diff]	Factor Value[96 groups]
1229967816.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MDA468 breast cancer	MDA468 breast cancer	non blood	Homo sapiens	mammary gland	  	MDAMB468	breast cancer	  	  	  	  	cell line	1229967816.CEL_L	biotin	1229967816.CEL	A-AFFY-33	1229967816.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.85.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MDA468 breast cancer	non blood	cell line	the rest	MDA468 breast cancer
1229967832.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MDA-MB-134VI breast cancer	  	non blood	Homo sapiens	mammary gland	  	MDAMB134VI	breast cancer	  	  	  	  	  	1229967832.CEL_L	biotin	1229967832.CEL	A-AFFY-33	1229967832.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.84.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MDA-MB-134VI breast cancer	non blood	  	the rest	    
1229967840.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	ZR751 breast cancer	  	non blood	Homo sapiens	mammary gland	  	ZR751	breast cancer	  	  	  	  	  	1229967840.CEL_L	biotin	1229967840.CEL	A-AFFY-33	1229967840.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.113.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	ZR751 breast cancer	non blood	  	the rest	    
1229967848.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	SUM44PE breast cancer	  	non blood	Homo sapiens	mammary gland	  	SUM44PE	breast cancer	  	  	  	  	  	1229967848.CEL_L	biotin	1229967848.CEL	A-AFFY-33	1229967848.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.112.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	SUM44PE breast cancer	non blood	  	the rest	    
1229967856.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC1428 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC1428	breast cancer	  	  	  	  	  	1229967856.CEL_L	biotin	1229967856.CEL	A-AFFY-33	1229967856.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC1428 breast cancer	non blood	  	the rest	    
1229967864.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MDA-MB-361 breast cancer	  	non blood	Homo sapiens	mammary gland	  	MDAMB361	breast cancer	  	  	  	  	  	1229967864.CEL_L	biotin	1229967864.CEL	A-AFFY-33	1229967864.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.85.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MDA-MB-361 breast cancer	non blood	  	the rest	    
1229967872.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MDA-MB-436 breast cancer	  	non blood	Homo sapiens	mammary gland	  	MDAMB436	breast cancer	  	  	  	  	  	1229967872.CEL_L	biotin	1229967872.CEL	A-AFFY-33	1229967872.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.85.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MDA-MB-436 breast cancer	non blood	  	the rest	    
1229967880.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	SUM52PE breast cancer	  	non blood	Homo sapiens	mammary gland	  	SUM52PE	breast cancer	  	  	  	  	  	1229967880.CEL_L	biotin	1229967880.CEL	A-AFFY-33	1229967880.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.112.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	SUM52PE breast cancer	non blood	  	the rest	    
1229967896.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	BT20 breast cancer	  	non blood	Homo sapiens	mammary gland	  	BT20	breast cancer	  	  	  	  	  	1229967896.CEL_L	biotin	1229967896.CEL	A-AFFY-33	1229967896.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.40.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	BT20 breast cancer	non blood	  	the rest	    
1229967904.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	BT549 breast cancer	  	non blood	Homo sapiens	mammary gland	  	BT549	breast cancer	  	  	  	  	  	1229967904.CEL_L	biotin	1229967904.CEL	A-AFFY-33	1229967904.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.40.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	BT549 breast cancer	non blood	  	the rest	    
1229967912.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC1937 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC1937	breast cancer	  	  	  	  	  	1229967912.CEL_L	biotin	1229967912.CEL	A-AFFY-33	1229967912.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC1937 breast cancer	non blood	  	the rest	    
1229967920.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	CAMA1 breast cancer	  	non blood	Homo sapiens	mammary gland	  	CAMA1	breast cancer	  	  	  	  	  	1229967920.CEL_L	biotin	1229967920.CEL	A-AFFY-33	1229967920.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.41.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	CAMA1 breast cancer	non blood	  	the rest	    
1229967928.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MDA-MB-453 breast cancer	  	non blood	Homo sapiens	mammary gland	  	MDAMB453	breast cancer	  	  	  	  	  	1229967928.CEL_L	biotin	1229967928.CEL	A-AFFY-33	1229967928.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.85.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MDA-MB-453 breast cancer	non blood	  	the rest	    
1229967936.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MCF12A breast epithelial+M824	  	non blood	Homo sapiens	mammary gland	  	MCF12A	breast cancer	  	  	  	  	  	1229967936.CEL_L	biotin	1229967936.CEL	A-AFFY-33	1229967936.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.79.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF12A breast epithelial+M824	non blood	  	the rest	    
1229967944.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC70 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC70	breast cancer	  	  	  	  	  	1229967944.CEL_L	biotin	1229967944.CEL	A-AFFY-33	1229967944.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC70 breast cancer	non blood	  	the rest	    
1229967952.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HBL 100 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HBL100	breast cancer	  	  	  	  	  	1229967952.CEL_L	biotin	1229967952.CEL	A-AFFY-33	1229967952.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HBL 100 breast cancer	non blood	  	the rest	    
1229967960.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	SUM225CWN breast cancer	  	non blood	Homo sapiens	mammary gland	  	SUM225CWN	breast cancer	  	  	  	  	  	1229967960.CEL_L	biotin	1229967960.CEL	A-AFFY-33	1229967960.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.112.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	SUM225CWN breast cancer	non blood	  	the rest	    
1229967968.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC38 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC38	breast cancer	  	  	  	  	  	1229967968.CEL_L	biotin	1229967968.CEL	A-AFFY-33	1229967968.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC38 breast cancer	non blood	  	the rest	    
1229967976.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	T47D breast ductal carcinoma	T47D breast ductal carcinoma	non blood	Homo sapiens	mammary gland	  	T47D	breast cancer	  	  	  	  	cell line	1229967976.CEL_L	biotin	1229967976.CEL	A-AFFY-33	1229967976.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.115.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	T47D breast ductal carcinoma	non blood	cell line	the rest	T47D breast ductal carcinoma
1229967984.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	SUM1315MO2 breast cancer	  	non blood	Homo sapiens	mammary gland	  	SUM1315MO2	breast cancer	  	  	  	  	  	1229967984.CEL_L	biotin	1229967984.CEL	A-AFFY-33	1229967984.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.112.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	SUM1315MO2 breast cancer	non blood	  	the rest	    
1229967992.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC3153 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC3153	breast cancer	  	  	  	  	  	1229967992.CEL_L	biotin	1229967992.CEL	A-AFFY-33	1229967992.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC3153 breast cancer	non blood	  	the rest	    
1229968008.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC2157 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC2157	breast cancer	  	  	  	  	  	1229968008.CEL_L	biotin	1229968008.CEL	A-AFFY-33	1229968008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC2157 breast cancer	non blood	  	the rest	    
1229968016.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	BT483 breast cancer	  	non blood	Homo sapiens	mammary gland	  	BT483	breast cancer	  	  	  	  	  	1229968016.CEL_L	biotin	1229968016.CEL	A-AFFY-33	1229968016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.40.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	BT483 breast cancer	non blood	  	the rest	    
1229968024.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MDA-MB-435 melanoma	  	non blood	Homo sapiens	skin	  	MDA-MB-435	melanoma	  	  	female	31	  	1229968024.CEL_L	biotin	1229968024.CEL	A-AFFY-33	1229968024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.85.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MDA-MB-435 melanoma	non blood	  	the rest	    
1229968032.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	MCF7 breast epithelial adenocarcinoma	non blood	Homo sapiens	mammary gland	  	mcf7	breast cancer	  	  	  	  	cell line	1229968032.CEL_L	biotin	1229968032.CEL	A-AFFY-33	1229968032.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.81.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MCF7 breast epithelial adenocarcinoma	non blood	cell line	the rest	MCF7 breast epithelial adenocarcinoma
1229968048.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC1187 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC1187	breast cancer	  	  	  	  	  	1229968048.CEL_L	biotin	1229968048.CEL	A-AFFY-33	1229968048.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC1187 breast cancer	non blood	  	the rest	    
1229968056.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	SUM149PT breast cancer	  	non blood	Homo sapiens	mammary gland	  	SUM149PT	breast cancer	  	  	  	  	  	1229968056.CEL_L	biotin	1229968056.CEL	A-AFFY-33	1229968056.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.112.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	SUM149PT breast cancer	non blood	  	the rest	    
1229968064.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC1007 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC1143	breast cancer	  	  	  	  	  	1229968064.CEL_L	biotin	1229968064.CEL	A-AFFY-33	1229968064.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC1007 breast cancer	non blood	  	the rest	    
1229968072.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	AU565 breast carcinoma	  	non blood	Homo sapiens	mammary gland	  	AU565	breast cancer	  	  	  	  	  	1229968072.CEL_L	biotin	1229968072.CEL	A-AFFY-33	1229968072.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.12.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	AU565 breast carcinoma	non blood	  	the rest	    
1229968080.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	SKBR3 breast adenocarcinoma	  	non blood	Homo sapiens	mammary gland	  	SKBR3	breast cancer	  	  	  	  	  	1229968080.CEL_L	biotin	1229968080.CEL	A-AFFY-33	1229968080.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.108.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	SKBR3 breast adenocarcinoma	non blood	  	the rest	    
1229968088.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	MDA-MB-175VII breast cancer	  	non blood	Homo sapiens	mammary gland	  	MDAMB175VII	breast cancer	  	  	  	  	  	1229968088.CEL_L	biotin	1229968088.CEL	A-AFFY-33	1229968088.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.84.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	MDA-MB-175VII breast cancer	non blood	  	the rest	    
1229968096.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC1500 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC1500	breast cancer	  	  	  	  	  	1229968096.CEL_L	biotin	1229968096.CEL	A-AFFY-33	1229968096.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC1500 breast cancer	non blood	  	the rest	    
1229968104.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	ZR75B breast cancer	  	non blood	Homo sapiens	mammary gland	  	ZR75B	breast cancer	  	  	  	  	  	1229968104.CEL_L	biotin	1229968104.CEL	A-AFFY-33	1229968104.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.113.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	ZR75B breast cancer	non blood	  	the rest	    
1229968112.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	SUM159PT breast cancer	  	non blood	Homo sapiens	mammary gland	  	SUM159PT	breast cancer	  	  	  	  	  	1229968112.CEL_L	biotin	1229968112.CEL	A-AFFY-33	1229968112.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.112.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	SUM159PT breast cancer	non blood	  	the rest	    
1229968120.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC1007 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC1007	breast cancer	  	  	  	  	  	1229968120.CEL_L	biotin	1229968120.CEL	A-AFFY-33	1229968120.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC1007 breast cancer	non blood	  	the rest	    
1229968128.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	HCC2185 breast cancer	  	non blood	Homo sapiens	mammary gland	  	HCC2185	breast cancer	  	  	  	  	  	1229968128.CEL_L	biotin	1229968128.CEL	A-AFFY-33	1229968128.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.60.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	HCC2185 breast cancer	non blood	  	the rest	    
1229968144.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	SUM190PT breast cancer	  	non blood	Homo sapiens	mammary gland	  	SUM190PT	breast cancer	  	  	  	  	  	1229968144.CEL_L	biotin	1229968144.CEL	A-AFFY-33	1229968144.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.112.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	SUM190PT breast cancer	non blood	  	the rest	    
1229968152.CEL	"paul,,spellman"	E-TABM-157	cell line	solid tissue neoplasm cell line	600MPE breast cancer	  	non blood	Homo sapiens	mammary gland	  	600MPE	breast cancer	  	  	  	  	  	1229968152.CEL_L	biotin	1229968152.CEL	A-AFFY-33	1229968152.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.1.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	cell line	solid tissue neoplasm cell line	600MPE breast cancer	non blood	  	the rest	    
